Symbol,Company Name,Industry,Market Cap
QBTS,D-Wave Quantum Inc.,Computer Hardware,93395366
QCOM,QUALCOMM Incorporated,Semiconductors,120338280000
QCRH,"QCR Holdings, Inc.",Banks - Regional,799603164
QD,Qudian Inc.,Credit Services,409316195
QDEL,QuidelOrtho Corporation,Medical Instruments & Supplies,4017454590
QDRO,Quadro Acquisition One Corp.,Shell Companies,94052224
QETA,Quetta Acquisition Corporation,Shell Companies,85279912
QFIN,Qifu Technology Inc.,Credit Services,2389681882
QFTA,Quantum FinTech Acquisition Corporation,Shell Companies,107973936
QGEN,Qiagen N.V.,Diagnostics & Research,8111870100
QH,Quhuo Limited,Software - Application,7251592
QIPT,Quipt Home Medical Corp.,Medical Devices,193556500
QLGN,"Qualigen Therapeutics, Inc.",Biotechnology,3839870
QLI,Qilian International Holding Group Limited,Drug Manufacturers - Specialty & Generic,20363200
QLYS,"Qualys, Inc.",Software - Infrastructure,5545362705
QMCO,Quantum Corporation,Computer Hardware,43214961
QNCX,"Quince Therapeutics, Inc.",Biotechnology,41835593
QNRX,"Quoin Pharmaceuticals, Ltd.",Biotechnology,4185800
QNST,"QuinStreet, Inc.",Advertising Agencies,557705833
QOMO,Qomolangma Acquisition Corp.,Shell Companies,51071368
QRHC,Quest Resource Holding Corporation,Waste Management,143618046
QRTEA,"Qurate Retail, Inc.",Internet Retail,240454539
QRTEB,"Qurate Retail, Inc.",Internet Retail,242262908
QRVO,"Qorvo, Inc.",Semiconductors,8427148128
QS,QuantumScape Corporation,Auto Parts,2566506911
QSG,QuantaSing Group Ltd,Education & Training Services,138567562
QSI,Quantum-Si incorporated,Biotechnology,165807715
QSR,Restaurant Brands International Inc.,Restaurants,30203164873
QTRX,Quanterix Corporation,Medical Devices,772456982
QTWO,"Q2 Holdings, Inc.",Software - Application,1703715475
QUAD,"Quad/Graphics, Inc.",Specialty Business Services,256024078
QUBT,"Quantum Computing, Inc.",Computer Hardware,49945615
QUIK,QuickLogic Corporation,Semiconductors,129994606
QURE,uniQure N.V.,Biotechnology,271397784
R,"Ryder System, Inc.",Rental & Leasing Services,4213268332
RACE,Ferrari N.V.,Auto Manufacturers,54089291955
RACY,Relativity Acquisition Corp.,Shell Companies,54041701
RAIL,"FreightCar America, Inc.",Railroads,47263128
RAIN,Rain Therapeutics Inc.,Biotechnology,38740121
RAMP,"LiveRamp Holdings, Inc.",Software - Infrastructure,1821454250
RAND,Rand Capital Corporation,Asset Management,33605139
RANI,"Rani Therapeutics Holdings, Inc.",Biotechnology,103956826
RAPT,"RAPT Therapeutics, Inc.",Biotechnology,397867956
RARE,Ultragenyx Pharmaceutical Inc.,Biotechnology,2690128584
RAVE,"RAVE Restaurant Group, Inc.",Restaurants,33257448
RAYA,Erayak Power Solution Group Inc.,Electrical Equipment & Parts,10209000
RBA,RB Global Inc,Specialty Business Services,11596916961
RBB,RBB Bancorp,Banks - Regional,225284258
RBBN,Ribbon Communications Inc.,Telecom Services,325179315
RBC,RBC Bearings Incorporated,Tools & Accessories,6418492490
RBCAA,"Republic Bancorp, Inc.",Banks - Regional,847999860
RBKB,"Rhinebeck Bancorp, Inc.",Banks - Regional,70493604
RBLX,Roblox Corporation,Electronic Gaming & Multimedia,19576278848
RBOT,Vicarious Surgical Inc.,Medical Devices,64941378
RBT,"Rubicon Technologies, Inc.",Software - Application,116263392
RC,Ready Capital Corporation,REIT - Mortgage,1599339600
RCAC,Revelstone Capital Acquisition Corp.,Shell Companies,81340778
RCAT,"Red Cat Holdings, Inc.",Computer Hardware,50762197
RCEL,"AVITA Medical, Inc.",Medical Devices,238731671
RCFA,RCF Acquisition Corp.,Shell Companies,206783688
RCI,Rogers Communications Inc.,Telecom Services,19711596320
RCKT,"Rocket Pharmaceuticals, Inc.",Biotechnology,1656513390
RCKY,"Rocky Brands, Inc.",Footwear & Accessories,94950318
RCL,Royal Caribbean Cruises Ltd.,Travel Services,22000337787
RCM,R1 RCM Inc.,Health Information Services,4767753511
RCMT,"RCM Technologies, Inc.",Conglomerates,156403477
RCON,"Recon Technology, Ltd.",Oil & Gas Equipment & Services,10255394
RCRT,"Recruiter.com Group, Inc.",Staffing & Employment Services,1873132
RCUS,"Arcus Biosciences, Inc.",Biotechnology,1113830255
RDCM,RADCOM Ltd.,Telecom Services,117474696
RDFN,Redfin Corporation,Real Estate Services,563036500
RDHL,RedHill Biopharma Ltd.,Drug Manufacturers - Specialty & Generic,5397015
RDI,"Reading International, Inc.",Entertainment,59927328
RDIB,"Reading International, Inc.",Entertainment,59459343
RDN,Radian Group Inc.,Insurance - Specialty,3941947040
RDNT,"RadNet, Inc.",Diagnostics & Research,1814272502
RDUS,Schnitzer Steel Industries Inc.,Drug Manufacturers - Specialty & Generic,669675480
RDVT,"Red Violet, Inc.",Software - Application,280635295
RDW,Redwire Corporation,Aerospace & Defense,172276230
RDWR,Radware Ltd.,Software - Infrastructure,627822923
RDY,Dr. Reddy's Laboratories Limited,Drug Manufacturers - Specialty & Generic,10802663932
RDZN,Roadzen Inc,Shell Companies,285142496
REAL,"The RealReal, Inc.",Luxury Goods,136870280
REAX,The Real Brokerage Inc.,Real Estate Services,261000000
REBN,"Reborn Coffee, Inc.",Restaurants,5287998
REE,REE Automotive Ltd.,Recreational Vehicles,20778482
REFI,"Chicago Atlantic Real Estate Finance, Inc.",REIT - Mortgage,253546830
REFR,Research Frontiers Incorporated,Electronic Components,35687405
REG,Regency Centers Corporation,REIT - Retail,10539327504
REGN,"Regeneron Pharmaceuticals, Inc.",Biotechnology,83009273470
REI,"Ring Energy, Inc.",Oil & Gas E&P,345781876
REKR,"Rekor Systems, Inc.",Software - Infrastructure,179273120
RELI,"Reliance Global Group, Inc.",Insurance Brokers,3532165
RELL,"Richardson Electronics, Ltd.",Electronic Components,166605588
RELX,RELX PLC,Publishing,65695593644
RELY,"Remitly Global, Inc.",Software - Infrastructure,4731106099
RENB,Renovaro Biosciences Inc.,Biotechnology,182640718
RENE,Cartesian Growth Corporation II,Shell Companies,312225000
RENT,"Rent the Runway, Inc.",Apparel Retail,36564447
REPL,"Replimune Group, Inc.",Biotechnology,840107312
REPX,"Riley Exploration Permian, Inc.",Oil & Gas E&P,626508270
RERE,ATRenew Inc.,Internet Retail,338202000
RES,"RPC, Inc.",Oil & Gas Equipment & Services,1814522080
RETO,"ReTo Eco-Solutions, Inc.",Building Materials,3711351
REVB,"Revelation Biosciences, Inc.",Biotechnology,3658731
REVG,"REV Group, Inc.",Farm & Heavy Construction Machinery,855237222
REX,REX American Resources Corporation,Specialty Chemicals,660239564
REXR,"Rexford Industrial Realty, Inc.",REIT - Industrial,8944179551
REYN,Reynolds Consumer Products Inc.,Packaging & Containers,5330028217
REZI,"Resideo Technologies, Inc.",Security & Protection Services,2123250025
RF,Regions Financial Corporation,Banks - Regional,13343721281
RFAC,RF Acquisition Corp.,Shell Companies,76571100
RFIL,"RF Industries, Ltd.",Electrical Equipment & Parts,30987005
RFL,"Rafael Holdings, Inc.",Real Estate Services,41786882
RGA,"Reinsurance Group of America, Incorporated",Insurance - Reinsurance,9792725220
RGC,Regencell Bioscience Holdings Limited,Drug Manufacturers - Specialty & Generic,203782014
RGCO,"RGC Resources, Inc.",Utilities - Regulated Gas,158118972
RGEN,Repligen Corporation,Medical Instruments & Supplies,6365696771
RGF,"The Real Good Food Company, Inc.",Packaged Foods,94456905
RGLD,"Royal Gold, Inc.",Gold,6977453714
RGLS,Regulus Therapeutics Inc.,Biotechnology,24355625
RGNX,REGENXBIO Inc.,Biotechnology,631721007
RGP,"Resources Connection, Inc.",Consulting Services,447169806
RGR,"Sturm, Ruger & Company, Inc.",Aerospace & Defense,957734708
RGS,Regis Corporation,Personal Services,25221113
RGTI,"Rigetti Computing, Inc.",Computer Hardware,143629200
RH,RH,Specialty Retail,3968555136
RHE,"Regional Health Properties, Inc.",Medical Care Facilities,3992024
RHI,Robert Half International Inc.,Staffing & Employment Services,7929422100
RHP,"Ryman Hospitality Properties, Inc.",REIT - Hotel & Motel,5050572835
RIBT,RiceBran Technologies,Packaged Foods,2175942
RICK,"RCI Hospitality Holdings, Inc.",Restaurants,505499056
RIG,Transocean Ltd.,Oil & Gas Drilling,5264922442
RIGL,"Rigel Pharmaceuticals, Inc.",Biotechnology,136073666
RILY,"B. Riley Financial, Inc.",Financial Conglomerates,1109144904
RIO,Rio Tinto Group,Other Industrial Metals & Mining,104168526127
RIOT,"Riot Blockchain, Inc.",Software - Application,1909334020
RITM,Rithm Capital Corp.,REIT - Mortgage,4446553126
RIVN,"Rivian Automotive, Inc.",Auto Manufacturers,14781688543
RJF,"Raymond James Financial, Inc.",Capital Markets,19942322580
RKDA,"Arcadia Biosciences, Inc.",Agricultural Inputs,3801915
RKLB,"Rocket Lab USA, Inc.",Aerospace & Defense,2029973434
RKT,"Rocket Companies, Inc.",Mortgage Finance,14527163621
RL,Ralph Lauren Corporation,Apparel Manufacturing,7314066328
RLAY,"Relay Therapeutics, Inc.",Biotechnology,760894820
RLGT,"Radiant Logistics, Inc.",Integrated Freight & Logistics,270591190
RLI,RLI Corp.,Insurance - Property & Casualty,6067318884
RLJ,RLJ Lodging Trust,REIT - Hotel & Motel,1444831744
RLMD,"Relmada Therapeutics, Inc.",Biotechnology,89996608
RLX,RLX Technology Inc.,Tobacco,2654635127
RLYB,Rallybio Corporation,Biotechnology,165945951
RM,Regional Management Corp.,Credit Services,241797884
RMAX,"RE/MAX Holdings, Inc.",Real Estate Services,345225364
RMBI,"Richmond Mutual Bancorporation, Inc.",Banks - Regional,112435000
RMBL,"RumbleON, Inc.",Auto & Truck Dealerships,106939206
RMBS,Rambus Inc.,Semiconductors,5415080220
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Confectioners,24830589
RMD,ResMed Inc.,Medical Instruments & Supplies,20216832150
RMGC,RMG Acquisition Corp. III,Shell Companies,135624225
RMNI,"Rimini Street, Inc.",Software - Application,189755310
RMR,The RMR Group Inc.,Real Estate Services,369953694
RMTI,"Rockwell Medical, Inc.",Drug Manufacturers - Specialty & Generic,48147593
RNA,"Avidity Biosciences, Inc.",Biotechnology,377149658
RNAZ,"TransCode Therapeutics, Inc.",Biotechnology,729039
RNG,"RingCentral, Inc.",Software - Application,2435288041
RNGR,"Ranger Energy Services, Inc.",Oil & Gas Equipment & Services,324667308
RNLX,Renalytix Plc,Health Information Services,51150855
RNR,RenaissanceRe Holdings Ltd.,Insurance - Reinsurance,10846383480
RNST,Renasant Corporation,Banks - Regional,1365341824
RNW,ReNew Energy Global Plc,Utilities - Renewable,1979974775
RNXT,"RenovoRx, Inc.",Biotechnology,10693100
ROAD,"Construction Partners, Inc.",Engineering & Construction,2019436402
ROCK,"Gibraltar Industries, Inc.",Building Products & Equipment,1837591480
ROCL,Roth Ch Acquisition V Co.,Shell Companies,61919836
ROG,Rogers Corporation,Electronic Components,2277853760
ROIC,Retail Opportunity Investments Corp.,REIT - Retail,1421302560
ROIV,Roivant Sciences Ltd.,Biotechnology,6585059853
ROK,"Rockwell Automation, Inc.",Specialty Industrial Machinery,30261015600
ROKU,"Roku, Inc.",Entertainment,7973975518
ROL,"Rollins, Inc.",Personal Services,17836800890
ROOT,"Root, Inc.",Insurance - Property & Casualty,124410000
ROP,"Roper Technologies, Inc.",Specialty Industrial Machinery,51675801600
ROSE,Rose Hill Acquisition Corporation,Shell Companies,61977001
ROSS,Ross Acquisition Corp II,Shell Companies,148413835
ROST,"Ross Stores, Inc.",Apparel Retail,38841090400
ROVR,"Rover Group, Inc.",Personal Services,1187676400
RPAY,Repay Holdings Corporation,Software - Infrastructure,572002908
RPD,"Rapid7, Inc.",Software - Infrastructure,2759953455
RPHM,"Reneo Pharmaceuticals, Inc.",Biotechnology,269392376
RPID,"Rapid Micro Biosystems, Inc.",Medical Devices,41062040
RPM,RPM International Inc.,Specialty Chemicals,11679546480
RPRX,Royalty Pharma plc,Biotechnology,16068673513
RPT,RPT Realty,REIT - Retail,892173477
RPTX,Repare Therapeutics Inc.,Biotechnology,135543968
RRAC,Rigel Resource Acquisition Corp.,Shell Companies,350204411
RRBI,"Red River Bancshares, Inc.",Banks - Regional,332061777
RRC,Range Resources Corporation,Oil & Gas E&P,8350779200
RRGB,"Red Robin Gourmet Burgers, Inc.",Restaurants,128547030
RRR,"Red Rock Resorts, Inc.",Resorts & Casinos,2330376828
RRX,Regal Rexnord Corporation,Specialty Industrial Machinery,7846627962
RS,Reliance Steel & Aluminum Co.,Steel,14677019400
RSG,"Republic Services, Inc.",Waste Management,46398475000
RSI,"Rush Street Interactive, Inc.",Gambling,765930978
RSKD,Riskified Ltd.,Software - Application,641011269
RSLS,ReShape Lifesciences Inc.,Medical Devices,1294645
RSSS,"Research Solutions, Inc.",Software - Application,66654225
RSVR,"Reservoir Media, Inc.",Entertainment,356526754
RTC,Baijiayun Group Ltd,Software - Application,241154936
RTO,Rentokil Initial plc,Specialty Business Services,13117208000
RTX,RTX Corp,Aerospace & Defense,112975805514
RUM,Rumble Inc.,Software - Application,1350279548
RUN,Sunrun Inc.,Solar,1952475242
RUSHA,"Rush Enterprises, Inc.",Auto & Truck Dealerships,2932389677
RUSHB,"Rush Enterprises, Inc.",Auto & Truck Dealerships,2948190703
RVLV,"Revolve Group, Inc.",Internet Retail,954484351
RVMD,"Revolution Medicines, Inc.",Biotechnology,2008389150
RVNC,"Revance Therapeutics, Inc.",Biotechnology,679015688
RVP,"Retractable Technologies, Inc.",Medical Instruments & Supplies,32930920
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",Biotechnology,124350147
RVSB,"Riverview Bancorp, Inc.",Banks - Regional,114903136
RVSN,Rail Vision Ltd.,Railroads,7131097
RVTY,"Revvity, Inc.",Diagnostics & Research,10189000800
RVYL,Ryvyl Inc.,Software - Infrastructure,9439477
RWAY,Runway Growth Finance Corp.,Credit Services,490162530
RWLK,ReWalk Robotics Ltd.,Medical Devices,42680325
RWOD,Redwoods Acquisition Corp.,Shell Companies,94089639
RWT,"Redwood Trust, Inc.",REIT - Mortgage,784794450
RXO,"RXO, Inc.",Trucking,2099826900
RXRX,"Recursion Pharmaceuticals, Inc.",Biotechnology,1124036751
RXST,"RxSight, Inc.",Medical Devices,745309767
RXT,"Rackspace Technology, Inc.",Software - Infrastructure,263387030
RY,Royal Bank of Canada,Banks - Diversified,111161162175
RYAAY,Ryanair Holdings plc,Airlines,20364158515
RYAM,Rayonier Advanced Materials Inc.,Chemicals,184268388
RYAN,"Ryan Specialty Holdings, Inc.",Insurance - Specialty,11548429883
RYI,Ryerson Holding Corporation,Metal Fabrication,945697500
RYN,Rayonier Inc.,REIT - Specialty,3761584327
RYTM,"Rhythm Pharmaceuticals, Inc.",Biotechnology,1341619785
RYZB,"RayzeBio, Inc.",Biotechnology,1142795600
RZLT,"Rezolute, Inc.",Biotechnology,38668980
S,"SentinelOne, Inc.",Software - Infrastructure,4529725496
SA,Seabridge Gold Inc.,Gold,932333272
SABR,Sabre Corporation,Travel Services,1146545400
SABS,"SAB Biotherapeutics, Inc.",Biotechnology,52580796
SACH,Sachem Capital Corp.,REIT - Mortgage,145561944
SAFE,Safehold Inc.,REIT - Diversified,1158369280
SAFT,"Safety Insurance Group, Inc.",Insurance - Property & Casualty,1113386313
SAGA,Sagaliam Acquisition Corp.,Shell Companies,541296319
SAGE,"Sage Therapeutics, Inc.",Biotechnology,1114439379
SAH,"Sonic Automotive, Inc.",Auto & Truck Dealerships,1684558355
SAI,SAI.TECH Global Corporation,Capital Markets,25036094
SAIA,"Saia, Inc.",Trucking,9479771650
SAIC,Science Applications International Corporation,Information Technology Services,5671498756
SALM,"Salem Media Group, Inc.",Broadcasting,18752375
SAM,"The Boston Beer Company, Inc.",Beverages - Brewers,4065731850
SAMG,Silvercrest Asset Management Group Inc.,Asset Management,160660762
SAN,"Banco Santander, S.A.",Banks - Diversified,60107784479
SANA,"Sana Biotechnology, Inc.",Biotechnology,582948320
SAND,Sandstorm Gold Ltd.,Gold,1359333127
SANG,Sangoma Technologies Corporation,Software - Infrastructure,95238654
SANM,Sanmina Corporation,Electronic Components,2878513070
SANW,S&W Seed Company,Farm Products,28072054
SAP,SAP SE,Software - Application,156330400723
SAR,Saratoga Investment Corp.,Asset Management,307284450
SASI,"Sigma Labs, Inc.",Information Technology Services,2451542
SASR,"Sandy Spring Bancorp, Inc.",Banks - Regional,909127800
SATL,Satellogic Inc.,Scientific & Technical Instruments,74445943
SATS,EchoStar Corporation,Communication Equipment,1141188946
SATX,Satixfy Communications Ltd.,Communication Equipment,31496987
SAVA,"Cassava Sciences, Inc.",Biotechnology,794911800
SAVE,"Spirit Airlines, Inc.",Airlines,1425734080
SB,"Safe Bulkers, Inc.",Marine Shipping,353759320
SBAC,SBA Communications Corporation,REIT - Specialty,22208760530
SBCF,Seacoast Banking Corporation of Florida,Banks - Regional,1699434320
SBET,SharpLink Gaming Ltd.,Gambling,4505488
SBEV,"Splash Beverage Group, Inc.",Beverages - Brewers,26039582
SBFG,"SB Financial Group, Inc.",Banks - Regional,94757082
SBFM,"Sunshine Biopharma, Inc.",Drug Manufacturers - Specialty & Generic,7934595
SBGI,"Sinclair Broadcast Group, Inc.",Entertainment,676420149
SBH,"Sally Beauty Holdings, Inc.",Specialty Retail,912811900
SBLK,Star Bulk Carriers Corp.,Marine Shipping,1728553999
SBOW,"SilverBow Resources, Inc.",Oil & Gas E&P,853658244
SBR,Sabine Royalty Trust,Oil & Gas E&P,817169765
SBRA,"Sabra Health Care REIT, Inc.",REIT - Healthcare Facilities,3133017558
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities - Regulated Water,7915045985
SBSI,"Southside Bancshares, Inc.",Banks - Regional,824364450
SBSW,Sibanye Stillwater Limited,Gold,3672661897
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Banks - Regional,286939311
SBUX,Starbucks Corporation,Restaurants,106694015962
SBXC,SilverBox Corp III,Shell Companies,211968000
SCCO,Southern Copper Corporation,Copper,55493689943
SCHL,Scholastic Corporation,Publishing,1153802714
SCHW,The Charles Schwab Corporation,Capital Markets,89838666624
SCI,Service Corporation International,Personal Services,8158346127
SCKT,"Socket Mobile, Inc.",Computer Hardware,6957268
SCL,Stepan Company,Specialty Chemicals,1708749240
SCLX,Scilex Holding Company,Drug Manufacturers - General,283917635
SCM,Stellus Capital Investment Corporation,Asset Management,279041223
SCNI,Scinai Immunotherapeutics Ltd,Biotechnology,4966625
SCOR,"comScore, Inc.",Internet Content & Information,61539856
SCPH,scPharmaceuticals Inc.,Biotechnology,184304980
SCRM,Screaming Eagle Acquisition Corp.,Shell Companies,983437458
SCS,Steelcase Inc.,Business Equipment & Supplies,1194229119
SCSC,"ScanSource, Inc.",Electronics & Computer Distribution,751254021
SCTL,"Societal CDMO, Inc.",Drug Manufacturers - Specialty & Generic,35725547
SCU,"Sculptor Capital Management, Inc.",Asset Management,371598852
SCVL,"Shoe Carnival, Inc.",Apparel Retail,628999503
SCWO,"374Water, Inc.",Pollution & Treatment Controls,236147260
SCWX,SecureWorks Corp.,Software - Infrastructure,467395315
SCX,The L.S. Starrett Company,Tools & Accessories,71550533
SCYX,"SCYNEXIS, Inc.",Drug Manufacturers - Specialty & Generic,64313961
SD,"SandRidge Energy, Inc.",Oil & Gas E&P,578513205
SDA,SunCar Technology Group Inc.,Auto & Truck Dealerships,609029122
SDGR,"Schrödinger, Inc.",Health Information Services,1554052086
SDIG,"Stronghold Digital Mining, Inc.",Capital Markets,31661728
SDOT,Sadot Group Inc.,Farm Products,31320918
SDPI,"Superior Drilling Products, Inc.",Oil & Gas Equipment & Services,23406383
SDRL,Seadrill Limited,Oil & Gas Drilling,3057651379
SE,Sea Limited,Internet Retail,23575059555
SEAS,"SeaWorld Entertainment, Inc.",Leisure,2716225644
SEAT,Vivid Seats Inc.,Internet Content & Information,1151599980
SEB,Seaboard Corporation,Conglomerates,4090983385
SECO,Secoo Holding Limited,Internet Retail,6096613
SEDA,SDCL EDGE Acquisition Corporation,Shell Companies,267936752
SEDG,"SolarEdge Technologies, Inc.",Solar,4244097312
SEE,Sealed Air Corporation,Packaging & Containers,4566050000
SEED,Origin Agritech Limited,Agricultural Inputs,15929032
SEEL,"Seelos Therapeutics, Inc.",Biotechnology,27329150
SEER,"Seer, Inc.",Biotechnology,108058600
SEIC,SEI Investments Company,Asset Management,7040364210
SELB,"Selecta Biosciences, Inc.",Biotechnology,193319280
SELF,"Global Self Storage, Inc.",REIT - Industrial,49813233
SEM,Select Medical Holdings Corporation,Medical Care Facilities,2828931750
SEMR,"Semrush Holdings, Inc.",Software - Application,1153347280
SENEA,Seneca Foods Corporation,Packaged Foods,418864320
SENEB,Seneca Foods Corporation,Packaged Foods,412627174
SENS,"Senseonics Holdings, Inc.",Medical Devices,255109008
SEPA,SEP Acquisition Corp.,Shell Companies,61635080
SERA,"Sera Prognostics, Inc.",Diagnostics & Research,54118722
SES,SES AI Corporation,Auto Parts,646410431
SEVN,Seven Hills Realty Trust,REIT - Mortgage,152018888
SEZL,Sezzle Inc.,Credit Services,55682106
SF,Stifel Financial Corp.,Capital Markets,5865465600
SFBC,"Sound Financial Bancorp, Inc.",Banks - Regional,91315171
SFBS,"ServisFirst Bancshares, Inc.",Banks - Regional,2566701864
SFE,"Safeguard Scientifics, Inc.",Asset Management,16190678
SFIX,"Stitch Fix, Inc.",Apparel Retail,373099860
SFL,SFL Corporation Ltd.,Marine Shipping,1488017386
SFM,"Sprouts Farmers Market, Inc.",Grocery Stores,4421960100
SFNC,Simmons First National Corporation,Banks - Regional,1801915200
SFST,"Southern First Bancshares, Inc.",Banks - Regional,213792270
SFWL,Shengfeng Development Limited,Integrated Freight & Logistics,1015992000
SG,"Sweetgreen, Inc.",Restaurants,1198025457
SGA,"Saga Communications, Inc.",Broadcasting,118735247
SGBX,Safe & Green Holdings Corp,Metal Fabrication,5615537
SGC,"Superior Group of Companies, Inc.",Apparel Manufacturing,132034400
SGD,Safe and Green Development Corporation,Real Estate - Development,9600000
SGE,Strong Global Entertainment Inc.,Computer Hardware,14326067
SGEN,Seagen Inc.,Biotechnology,40195526700
SGH,"SMART Global Holdings, Inc.",Semiconductors,698307860
SGHC,Super Group (SGHC) Limited,Gambling,1869487440
SGHT,"Sight Sciences, Inc.",Medical Devices,73463161
SGII,Seaport Global Acquisition II Corp.,Shell Companies,74994628
SGLY,Singularity Future Technology Ltd.,Integrated Freight & Logistics,9439103
SGMA,"SigmaTron International, Inc.",Electronic Components,17551555
SGML,Sigma Lithium Corporation,Other Industrial Metals & Mining,2774384000
SGMO,"Sangamo Therapeutics, Inc.",Biotechnology,93302602
SGMT,Sagimet Biosciences Inc.,Biotechnology,83724328
SGRP,"SPAR Group, Inc.",Specialty Business Services,21893022
SGRY,"Surgery Partners, Inc.",Medical Care Facilities,2823457680
SGU,"Star Group, L.P.",Oil & Gas Refining & Marketing,413702212
SHAK,Shake Shack Inc.,Restaurants,2358903690
SHAP,Spree Acquisition Corp. 1 Limited,Shell Companies,110785600
SHBI,"Shore Bancshares, Inc.",Banks - Regional,343816740
SHC,Sotera Health Company,Diagnostics & Research,3563787760
SHCO,Soho House & Co Inc.,Lodging,1411343872
SHCR,"Sharecare, Inc.",Health Information Services,382123741
SHEL,Shell plc,Oil & Gas Integrated,218304528945
SHEN,Shenandoah Telecommunications Company,Telecom Services,1163108960
SHFS,"SHF Holdings, Inc.",Banks - Regional,33831302
SHG,"Shinhan Financial Group Co., Ltd.",Banks - Regional,13037096160
SHIP,Seanergy Maritime Holdings Corp.,Marine Shipping,103657498
SHLS,"Shoals Technologies Group, Inc.",Solar,2555897600
SHLT,SHL Telemedicine Ltd.,Health Information Services,151572350
SHO,"Sunstone Hotel Investors, Inc.",REIT - Hotel & Motel,1937179675
SHOO,"Steven Madden, Ltd.",Footwear & Accessories,2437180456
SHOP,Shopify Inc.,Software - Application,60187572904
SHOT,Safety Shot Inc,Drug Manufacturers - Specialty & Generic,41217469
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",Drug Manufacturers - Specialty & Generic,7624416
SHPW,"Shapeways Holdings, Inc.",Specialty Industrial Machinery,13881282
SHUA,SHUAA Partners Acquisition Corp I,Shell Companies,57939262
SHW,The Sherwin-Williams Company,Specialty Chemicals,60259515720
SHYF,"The Shyft Group, Inc.",Farm & Heavy Construction Machinery,356948490
SIBN,"SI-BONE, Inc.",Medical Devices,663252150
SID,Companhia Siderúrgica Nacional,Steel,2970441564
SIDU,"Sidus Space, Inc.",Aerospace & Defense,7222131
SIEB,Siebert Financial Corp.,Capital Markets,60954586
SIEN,"Sientra, Inc.",Medical Devices,16446608
SIF,"SIFCO Industries, Inc.",Aerospace & Defense,27024139
SIFY,Sify Technologies Limited,Telecom Services,277909212
SIG,Signet Jewelers Limited,Luxury Goods,3115102280
SIGA,"SIGA Technologies, Inc.",Drug Manufacturers - Specialty & Generic,354703651
SIGI,"Selective Insurance Group, Inc.",Insurance - Property & Casualty,6295323586
SII,Sprott Inc.,Asset Management,746697000
SILC,Silicom Ltd.,Communication Equipment,101344350
SILK,"Silk Road Medical, Inc",Medical Devices,279597600
SILO,"Silo Pharma, Inc.",Biotechnology,4476672
SILV,SilverCrest Metals Inc.,Other Precious Metals & Mining,737627350
SIM,"Grupo Simec, SAB de CV",Steel,4737901280
SIMO,Silicon Motion Technology Corporation,Semiconductors,1775932068
SINT,"Sintx Technologies, Inc.",Medical Devices,1861935
SIRI,Sirius XM Holdings Inc.,Entertainment,16061232000
SISI,"Shineco, Inc.",Drug Manufacturers - Specialty & Generic,4844386
SITC,SITE Centers Corp.,REIT - Retail,2356425240
SITE,"SiteOne Landscape Supply, Inc.",Industrial Distribution,6187870072
SITM,SiTime Corporation,Semiconductors,2142617994
SIX,Six Flags Entertainment Corporation,Leisure,1643667617
SJ,Scienjoy Holding Corporation,Broadcasting,116960859
SJM,The J. M. Smucker Company,Packaged Foods,11608438300
SJT,San Juan Basin Royalty Trust,Oil & Gas E&P,333252920
SJW,SJW Group,Utilities - Regulated Water,1943621302
SKE,Skeena Resources Limited,Other Industrial Metals & Mining,335026240
SKGR,SK Growth Opportunities Corporation,Shell Companies,283222000
SKIL,Skillsoft Corp.,Education & Training Services,137147464
SKIN,The Beauty Health Company,Household & Personal Products,570080940
SKLZ,Skillz Inc.,Electronic Gaming & Multimedia,105649767
SKM,"SK Telecom Co.,Ltd",Telecom Services,8050040086
SKT,"Tanger Factory Outlet Centers, Inc.",REIT - Retail,2261370000
SKWD,"Skyward Specialty Insurance Group, Inc.",Insurance - Property & Casualty,1062786361
SKX,"Skechers U.S.A., Inc.",Footwear & Accessories,7442119812
SKY,Skyline Champion Corporation,Residential Construction,3374292698
SKYH,Sky Harbour Group Corporation,Aerospace & Defense,329985792
SKYT,"SkyWater Technology, Inc.",Semiconductors,226789640
SKYW,"SkyWest, Inc.",Airlines,1815009820
SKYX,SKYX Platforms Corp.,Electrical Equipment & Parts,148800888
SLAB,Silicon Laboratories Inc.,Semiconductors,2904440060
SLAC,Social Leverage Acquisition Corp I,Shell Companies,104366515
SLAM,Slam Corp.,Shell Companies,430458568
SLB,SLB,Oil & Gas Equipment & Services,80565145805
SLCA,"U.S. Silica Holdings, Inc.",Oil & Gas Equipment & Services,947764292
SLDB,Solid Biosciences Inc.,Biotechnology,41524200
SLDP,"Solid Power, Inc.",Electrical Equipment & Parts,221203600
SLE,"Super League Enterprise, Inc.",Internet Content & Information,2395489
SLF,Sun Life Financial Inc.,Insurance - Diversified,26700675456
SLG,SL Green Realty Corp.,REIT - Office,1910688660
SLGC,"SomaLogic, Inc.",Health Information Services,391189760
SLGL,Sol-Gel Technologies Ltd.,Biotechnology,35313620
